formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5527-0437-1981-8240-00,5527-0437-1981-8240-00,Islam is for liars.,racism,1,@ameerahusman,,http://t.co/5FqRv7WdUu
5743-1593-7303-6789-76,5743-1593-7303-6789-76,No one will cut my head off or sell me into slavery. The only thing that will happen is the IRS will take some of my property,racism,1,@logicalmind11,,
5751-4751-1255-4659-84,5751-4751-1255-4659-84,I know you can't go on a date with any man you want.,racism,1,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws,,
5602-1025-9294-1829-76,5602-1025-9294-1829-76,Another barbaric aspect of Islam is to murder people for the way they were born.,racism,1,@AbuYigitAlCahrz @LeonardoMaxwel1,,
5763-4927-3693-9420-16,5763-4927-3693-9420-16,Most likely killed by Muslims; and I'm happy to see the Israelis get back a small fraction of the land the Muslims stole.,racism,1,@Michaelplates,,
5528-6207-0061-1420-16,5528-6207-0061-1420-16,"Okay, we understand that you and your religion are terrorists.  Don't @ me any more.",racism,1,@ibnHlophe @sibanda_tapson @CTFleaMarkets,,
5656-8270-2360-5269-76,5656-8270-2360-5269-76,You scum murdered 3000 unarmed Ezidi civilians in cold blood. And you expect people to buy your victimhood?,racism,1,@abu__ramadi @lsarsour @m_murhib,,
5763-6140-6573-8750-08,5763-6140-6573-8750-08,Maybe you should teach that respect to the Muslim hate mobs who murder Christians and Hindus for pretended blaspemy.,racism,1,@Michaelplates,,
5544-1476-5502-4970-24,5544-1476-5502-4970-24,That old lie again. Muslims repeat the same lie again and again. Here is the truth about it,racism,1,@adoomieforlyf @Shaffrazz,,http://t.co/a6zuxxS4NE
5525-6739-7941-7969-92,5525-6739-7941-7969-92,"Yes, it's murder for a fraudulent god.  If every religion used your excuse mankind would be dead.",racism,1,@ibnHlophe @eeviewonders @CTFleaMarkets,,
5745-8642-3585-5870-08,5745-8642-3585-5870-08,Too stupid. Hamas is a murdering terrorist group that forces Islamist oppression on everyone the can.,racism,1,@MaxBlumenthal,,
5558-1225-5418-1840-00,5558-1225-5418-1840-00,All the Christians and Ezidis that are told to leave or convert or die are forced.,racism,1,@NNdabbour64,,
5766-3974-9395-3539-84,5766-3974-9395-3539-84,Good night asshole. Hope you get run over by a bus.,racism,1,@dankmtl,,
5761-0917-8428-6000-00,5761-0917-8428-6000-00,There isn't even a remote comparison between Abu Grahib and those images. And what happens in those images represents Islam.,racism,1,@mutaSawwif,,
5663-1778-5072-9390-08,5663-1778-5072-9390-08,"Unfortunately, real Islam, as defined in the Quran and Hadith, is too backwards and inhuman even for most ME Muslims.",racism,1,@discerningmumin,,
5671-3370-6880-4460-16,5671-3370-6880-4460-16,But there are thousands of lone nut cases all motivated by Islam.,racism,1,@kbalma,,
5529-3579-8459-2080-00,5529-3579-8459-2080-00,It worked out perfectly.  When the Muslims invaded Europe in 8th cent only military defeat stopped them.,racism,1,@StrangerOnFire @Raqqa_Sl,,
5530-2770-0579-7619-84,5530-2770-0579-7619-84,That is one of the pieces of lying propaganda that Muslims try to fool westerners with.  Here is story.,racism,1,@KhaledHamaki,,http://t.co/US4H4dOaEe
5747-3021-2706-9310-08,5747-3021-2706-9310-08,"RT :  dominates our crime, prison &amp; welfare system &amp; national security. Why are we still importing it?   …",racism,1,@Greg389 @PeterDutton_MP,#Islam #amag,
5755-1405-4221-0339-84,5755-1405-4221-0339-84,Muslims want to be able to abuse other while at the same time pretending to be victims.,racism,1,@substerrr,,
5547-8107-7118-5299-84,5547-8107-7118-5299-84,"RT : Not satisfied with raping a 9 year old girl, the holy prophet (SBUH) also enjoyed sleeping around too...",racism,1,@muayfarang555,,http://t.co/Ooj…
5696-6371-5726-9219-84,5696-6371-5726-9219-84,"Your religion teaches you to shut up, obey your husband, stay in your house, cover in a tent and calls you stupid.",racism,1,@zh_ha89,,
5648-8459-8291-5829-76,5648-8459-8291-5829-76,Because most of them are Muslims and most are impoverished.,racism,1,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
5530-1722-6639-7040-00,5530-1722-6639-7040-00,We need to outlaw Islam outright.,racism,1,@LUVSHINECAFE @bradybaggett,,
5678-4245-9641-7699-84,5678-4245-9641-7699-84,There is no difference in what the prophet Mohammed did and in what ISIS does.,racism,1,@isra_jourisra,,
5525-3373-6789-9139-84,5525-3373-6789-9139-84,Turkey and Egypt used to be mostly Christian and the Muslims have mostly exterminated them.,racism,1,@HillaryGuess @riwired @izrinhariri @AtharHKhan,,
5739-4851-7254-7459-84,5739-4851-7254-7459-84,"Islam declared war on all humanity 1400 years ago. While individual Muslims may or may not be terrorist,Islam is terrorist.",racism,1,@congressman_aly,,
5580-0151-3860-0469-76,5580-0151-3860-0469-76,"Question is, why don't the German criminal prosecutors announce an investigation into Islam's incitement to hatred?",racism,1,@gdwessel,#Islam,
5766-3635-0335-6230-40,5766-3635-0335-6230-40,"Yeap, as a little Propaganda Nazi for terrorists you will reject everything that disproves your lies, even thought the numbers ...",racism,1,@dankmtl,,
5747-5677-9235-4840-32,5747-5677-9235-4840-32,The job Mohammed set Muslims is not done while Israel exists.,racism,1,@ardiem1m @MaxBlumenthal @oldkhayyam,,http://t.co/iLVg1qTxVa
5522-5566-5301-7500-16,5522-5566-5301-7500-16,And the truth is that more Muslims are walking away from Islam than people are converting to it.  Education will now kill,racism,1,@ummayman90,#Islam,
5526-0262-9730-0789-76,5526-0262-9730-0789-76,Only because there were too many Hindus to exterminate before the British...,racism,1,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan,,
5551-5569-1761-9630-08,5551-5569-1761-9630-08,Objecting to this is what the PC zombies at Salon call racism.,racism,1,@Salon @TheMuslimGuy,,http://t.co/LXv8FbvfZb
5682-7119-6296-3310-08,5682-7119-6296-3310-08,All this means is that Muslims endlessly try to hide the barbarity of their religion.,racism,1,@UmarFarooq_ @FaheemHus @jackmjenkins,,
5740-1752-7098-9290-24,5740-1752-7098-9290-24,You are a liar. Islam murdered 120 million black Africans.,racism,1,@BishopCal,,http://t.co/3QhMcY7HEC
5669-8933-7821-0650-24,5669-8933-7821-0650-24,"And looking at your page, I can see that you are in the business of photoshopping images, Islamist cocksucker.",racism,1,@watan71969 @geeky_zekey,,
5670-3159-0950-1539-84,5670-3159-0950-1539-84,Why would I care about the opinion of a guy who follows a pedophile prophet?,racism,1,@ILTAFSHEHZAD,,
5711-6156-6084-6040-32,5711-6156-6084-6040-32,"Islam = The destroyer of human rights, women's rights.
Western feminists = The defenders and enablers of Islam.",racism,1,,,http://t.co/mDUBWAihHS
5764-5413-1268-7600-00,5764-5413-1268-7600-00,"No, it's anti semitism.  This Palestinian leader clearly tells you that it is a religious war by....",racism,1,@PsychBarakat @PhilipMills8 @jncatron,,
5663-1611-4573-9260-16,5663-1611-4573-9260-16,"Yes, the western world was unaware of the layer of Islamolunatics that lived under the thumbs of the dictators.",racism,1,@discerningmumin,,
5642-7734-8837-4949-76,5642-7734-8837-4949-76,"And celebratory shouts of ""fuck Allah"" could be heard all over the US. Now Daesh pussies will fight real soldiers.",racism,1,@ybahrumi @abunaseeha2,,
5609-3347-3004-0609-92,5609-3347-3004-0609-92,Sharia put the Muslim world 1000 years behind the rest of civilization and tortured minorities.,racism,1,@anjemchoudary @JihadiA8,,
5766-2837-3411-0819-84,5766-2837-3411-0819-84,"And as this moron Palestinian clearly explains, most of them are now Egyptians and Saudis and Jordanians.",racism,1,@dankmtl,,https://t.co/8cmfoOZwxz
5740-0490-3837-7040-00,5740-0490-3837-7040-00,Islamophobia - fear of this.,racism,1,@MaxBlumenthal,,http://t.co/NWjzljBhOe
5750-2680-3955-2369-92,5750-2680-3955-2369-92,Why not? The Palestinians behead gays and honor kill women.,racism,1,@AnwarPrince14 @SABCNewsOnline,,
5761-1435-3532-8540-16,5761-1435-3532-8540-16,"And if you are going to follow a prophet that approved of collateral damage, then don't complain about collateral damage.",racism,1,@mutaSawwif,,
5720-7587-2678-6419-84,5720-7587-2678-6419-84,And no doubt your friend was every place where ISIS could have been murdering children.,racism,1,@jennifersaraw @ummahwitness,,
5747-6585-4279-1269-76,5747-6585-4279-1269-76,And Muslims today are as determined to do that as every generation before them.,racism,1,@Alfonso_AraujoG @ardiem1m @MaxBlumenthal,,
5717-7625-2656-2880-00,5717-7625-2656-2880-00,"And it is Muslims who were the first crusaders, attacking the Christian world for centuries before it attacked back",racism,1,@DianH4 @ExposeFalsehood,,
5530-2451-6150-9269-76,5530-2451-6150-9269-76,"The woman wearing the bikini can wear it or she can cover everything, her choice.  If she makes that choice in Islam she is beaten",racism,1,@SafeensS,,
5617-1105-2983-7790-08,5617-1105-2983-7790-08,"As a result of Muslim hatred, there are no Jews or Christians left in Saudi.",racism,1,@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime,,
5551-9959-8311-2769-92,5551-9959-8311-2769-92,Islam declared war on all humanity 1400 years ago.  And nothing has changed.,racism,1,@IAmThe1Teacher @stevecorrales80 @IronmanL1,,
5615-5210-3874-0030-08,5615-5210-3874-0030-08,"Buddhist teaching does not contain violence, hatred, or jihad. Islam does.",racism,1,@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime,,
5767-7807-9386-7919-36,5767-7807-9386-7919-36,Why not. Muslims have practically exterminated every non Muslim minority in Mus countries.,racism,1,@HoosierJason @ciomdx @JameelJaffer @ggreenwald,,
5594-0946-9302-3829-76,5594-0946-9302-3829-76,Salahuddin was a general who fought for Islamic slavery.  What does that have to do with Kurds fighting for freedom today?,racism,1,@LifeInKhilafah,,
5641-1824-3531-4360-32,5641-1824-3531-4360-32,Do you have a way to kill the Daesh scum that are hiding behind civilians with hurting civilians?,racism,1,@AshForSyria @TheMoeDee @RazanSpeaks,,
5664-9599-8323-5889-92,5664-9599-8323-5889-92,Islam has Hadiths that tell you what hand to use to wipe your ass. There is zero room for individualism in it.,racism,1,@discerningmumin,,
5534-0231-0106-1569-92,5534-0231-0106-1569-92,The Muslims relationship to god is fear.  He is told to fear Allah again and again in the Quran.,racism,1,@IftikharAwan,,
5642-0963-3888-1740-16,5642-0963-3888-1740-16,Blacks have murdered far more whites than the reverse.  Your one sided presentation shows you are a racist.,racism,1,@PeoplesReport @AlterNet,,
5679-3216-7398-8999-68,5679-3216-7398-8999-68,Saudi would be a big joke if it wasn't crushing the lives of millions of people.,racism,1,@RT_com,#Islam,
5534-0313-5163-4990-08,5534-0313-5163-4990-08,"I don't ""follow"" any god. But if one were to imagine Satan inventing a religion, it would be like Islam.",racism,1,@kewldevzzo,,
5714-8811-4843-1070-08,5714-8811-4843-1070-08,There is no such thing as Islamophobia.  That is like saying there is Naziphobia.,racism,1,@MiddleEastEye @uygaraktas,,
5747-7611-9448-1089-92,5747-7611-9448-1089-92,There is no difference between what ISIS does and what Mohammed did.,racism,1,@PoliticalAnt @zene55 @bq281473 @foxnewspolitics @BarackObama,,
5736-2569-1796-6929-92,5736-2569-1796-6929-92,Maybe the media didn't have space after reporting the about the thousands murdered by Muslims that week.,racism,1,@xox_saleha @asoodalrafidain,,
5587-0453-8505-7360-00,5587-0453-8505-7360-00,The difference between the Daesh and the FSA is not that big.  The FSA are also Islamolunatics.,racism,1,@YallaSouriya,,
5756-8357-7980-9729-92,5756-8357-7980-9729-92,Christians and Hindus murdered for blasphemy by Muslim mobs.,racism,1,@brendlewhat @MaxBlumenthal @veganforareason @dhere,,http://t.co/f3aWjksaUz
5750-4144-3191-9100-16,5750-4144-3191-9100-16,Here are Churchill's views about the pedophile prophet.,racism,1,@no2_tweet,,http://t.co/tX7LHgnwf7
5526-0398-2170-8209-92,5526-0398-2170-8209-92,The only reason there is peace is because the Hindus are in power.,racism,1,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan,,
5675-3542-6353-6309-76,5675-3542-6353-6309-76,"Gee, last week it was the Nazis, this week the Zionists, next week the Martians.  Never has such a fool used the Buddha.",racism,1,@ChristophHeer52,,
5517-7998-8567-8919-68,5517-7998-8567-8919-68,Maybe you can give a talk about how the 53 year old Mohammed raped the 9 year old Aisha.,racism,1,@anjemchoudary,,http://t.co/qFk56qU5Og
5530-0828-1812-0789-76,5530-0828-1812-0789-76,"RT : Islam according to ex-muslim: Not me 
This guy: PakistaniGuyDontHugMeMySuicideJacketMigh tGoOff 
And I think t...",racism,1,@funnyordead_,,http://…
5756-5103-6418-8549-76,5756-5103-6418-8549-76,In every Christian nation you can say what you want about Christians &amp; Jesus. Muslims kill for blasphemy.,racism,1,@pNibbler @AlterNet @MaxBlumenthal,,
5573-6594-2871-5520-00,5573-6594-2871-5520-00,In a lot of Muslim countries saying that Mohammed is flawed is blasphemy that would get you beaten.,racism,1,@Ammaawah @jm111t,,
5623-9439-6662-8250-24,5623-9439-6662-8250-24,This is what Christians and other non Muslims have had to deal with for 1400 years in the Middle East.,racism,1,@Agha_Memnun @BreitbartNews,,
5541-2533-9626-9710-08,5541-2533-9626-9710-08,"I hope so, because in English it comes off as moronic hate mongering.",racism,1,@Abu_Baraa1 @danger_tiny,,
5522-5435-1754-8179-84,5522-5435-1754-8179-84,What do customs and rules and history have to do with it.  Marrying a 6 year old and screwing a 9 year old is sick like Islam.,racism,1,@ummayman90,,
5693-5407-0210-7120-00,5693-5407-0210-7120-00,RT : ️Obama swindling future generations of Americans adding 9 trillion dollars to debt💰,racism,1,@peddoc63 @CarmineZozzora,#WakeUpAmerica,http://t.co…
5717-7942-4170-8650-24,5717-7942-4170-8650-24,I'm not interested in your sectarian divisions. Shia and Sunni are all following the vile pedophile prophet.,racism,1,@CherguiaMbark @Nebula1979,,
5521-3102-7590-5859-84,5521-3102-7590-5859-84,Come and get your Jizya scumbag.  I have it waiting in .40 cal copper and lead.,racism,1,@anjemchoudary,,
5646-0148-5728-5669-76,5646-0148-5728-5669-76,"RT : Graphic of growth of Radical Islam following 6 years of care,nurture,coddling by US Democrats",racism,1,@joe_nuzz,#Islamists,http://t.co/3YAx9Wpm…
5551-5318-2838-3580-16,5551-5318-2838-3580-16,Do you think the yokels at Salon know that Mohammed was a slave trader who owned 28 slaves? Not a chance.,racism,1,@Salon @TheMuslimGuy,#Islam,
5593-6524-4129-0099-84,5593-6524-4129-0099-84,Choudary tells the truth about Islam. Islam has no spirituality. It is only about forcing the world to obey.,racism,1,@Amjem,,https://t.co/suZMc5AlEr
5755-0024-9982-0709-76,5755-0024-9982-0709-76,Womderful. We are going to produce our own madrassa rat jihadis.,racism,1,@hamzayusuf @Malek_Ason @zaytunacollege,,
5617-4734-4060-7150-08,5617-4734-4060-7150-08,"If rape, murder, pedophelia, bigotry, war, sexism, and genocide are just and peaceful, the Islam is just and peaceful",racism,1,@DorvalTony @brassidio,,
5749-8964-4233-7120-00,5749-8964-4233-7120-00,"Islam allows men divorce by saying I divorce you, three times, not women.",racism,1,@halalflaws @haroonstyles @AMohedin @islamdefense @greenlinerzjm,,
5570-2160-7315-5169-92,5570-2160-7315-5169-92,I don't care what they retracted. The no go zones are there.  Here is an example.,racism,1,@Lithobolos @ZaibatsuNews,,http://t.co/rQx75ZbBxv
5664-1787-9545-8190-08,5664-1787-9545-8190-08,Islam declared war on all mankind 1400 years ago. Now we return the favor.,racism,1,@Truth_Haqq,,http://t.co/av4B4yCQzY
5674-4014-8187-4599-68,5674-4014-8187-4599-68,Unlike you I do read before making assumptions.  I read all of the Quran and many of the Hadiths.  That is how I know it's vile.,racism,1,@jukes303,,
5746-5913-1434-3440-00,5746-5913-1434-3440-00,Every Muslim state is a nasty place if you are not a Muslim.,racism,1,@Bruciebabe @MaxBlumenthal,,
5577-1774-9951-3980-16,5577-1774-9951-3980-16,They will all have no skills except jihad.,racism,1,@hstapanghosh,,
5631-5967-9631-5200-00,5631-5967-9631-5200-00,RT :  BREAKING NEWS: 25 muslim men charged with sexual offences against two children in Calderdal …,racism,1,@TRobinsonNewEra,#ha,http://t.co/SCPKHxreTP
5615-5255-9664-4110-08,5615-5255-9664-4110-08,The problem with Islam is that it cannot be fixed and still be Islam.,racism,1,@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime,,
5741-9184-5703-4709-76,5741-9184-5703-4709-76,Exactly.,racism,1,@tummala82 @YusufPeaceful @IndyVoices,,http://t.co/54DHgqBS3B
5670-1099-2253-4520-32,5670-1099-2253-4520-32,This coming from a Muslim hypocrite -the religion that declared war on humanity and are population imperialists,racism,1,@watan71969 @s_rsantorini630,,
