formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5646-3986-3526-6739-84,5646-3986-3526-6739-84,"Agreed. Idea it's ""not a compliment"" absurd.  Most important compliment...",sexism,1.0,@ChristianMcBane @TehMenz,,
5693-1668-1887-1829-76,5693-1668-1887-1829-76,...by doing what exactly?,sexism,1.0,@JudgeBambi @Republican_Mrs,,
5432-3603-8345-2449-92,5432-3603-8345-2449-92,What the hell is this recurring weirdness  I swear I'm not sexist but female chipotle employees can't roll burritos for shiizzzz,sexism,1.0,@janicewidit,,
3962-8114-0392-1240-32,3962-8114-0392-1240-32,Top-notch commentary A+ would ridicule again.   hahahahahaha what a fuckin pussy,sexism,1.0,@LTCuntMuscle @LeviathanPride,,
4985-6123-2707-0069-76,4985-6123-2707-0069-76,Sadly this is the 2nd time I've seen this sentiment   I'm not sexist but fuck catching a girl pokemon,sexism,1.0,@AndyCambridgio,#getalife #pokemonprobs,
4391-4422-9437-4439-68,4391-4422-9437-4439-68,"Pray tell, when will ""ready"" be? Guessing ""never""  I'm not sexist, but I don't think America is ready for a female president.",sexism,1.0,@AustinRaySmith,,
5381-2780-3095-7319-68,5381-2780-3095-7319-68,"""Women's bathrooms are so much worse than men's.""  Everyone agrees.",sexism,1.0,,#fuckthanksgiving,
5702-2893-2198-4490-24,5702-2893-2198-4490-24,No. You have proven your ignorance here to anyone who isn't as dumb as you. It's there for all to see but you don't know it.,sexism,1.0,@thegeek_chick,,
5759-4770-7807-7440-00,5759-4770-7807-7440-00,Because gas BBQs are for wimps.,sexism,1.0,,#mkr,
5703-9805-6903-8970-24,5703-9805-6903-8970-24,"RT :   Reminds me of Simpsons where grandpa was screaming ""Death!!!"" at everything. Now it's rape. https:…",sexism,1.0,@victorymonk @thisonesakillaa @MT8_9,,
5723-3392-6393-3889-92,5723-3392-6393-3889-92,Unfortunately your sausage was a little bit short...,sexism,1.0,,#mkr,
5755-9602-7845-0499-84,5755-9602-7845-0499-84,I didn't think I'd hate a couple more than these girls but Kat needs to wipe those smiles off her face. She's horrible.,sexism,1.0,,#mkr2015 #mkr,
5762-2356-8477-9950-08,5762-2356-8477-9950-08,"RT : If feminists addressed the rampant sexism and misandry in , then perhaps  and …",sexism,1.0,@whyisitdirty,#feminism #WomenAgainstFeminism #antifeminism,
5666-6447-7052-2730-24,5666-6447-7052-2730-24,"RT : I'm not kidding when I say it: today,  -- ""nice"" feminists should stop caling themselves that.  @…",sexism,1.0,@deanesmay @5StringOmen,#FeminismIsHate,
4926-9388-0567-9189-76,4926-9388-0567-9189-76,RT : Call me sexist but making Thor a woman is a major bummer.,sexism,1.0,@JohnnyThorn,,
5683-4097-8861-3550-08,5683-4097-8861-3550-08,"In the words of former contestant  , Katie and Nikki need to calm their farm.",sexism,1.0,@whatsnextjake,#MKR,
5635-1014-9675-8929-92,5635-1014-9675-8929-92,"We found out quickly most of these ""questions"" were not looking for answers.",sexism,1.0,@jsydneym,,
4336-5529-6251-0270-08,4336-5529-6251-0270-08,"RT  I hate tweeting this but, the blonde girl on the British curling team has extraordinary eyes",sexism,1.0,@GoJonnyBananas,#notsexist #justsaying,
5759-5438-5529-7619-84,5759-5438-5529-7619-84,Kate you stupid woman!,sexism,1.0,,#mkr,
3960-8864-9743-2330-24,3960-8864-9743-2330-24,RT  For Halloween most or you girls should just go without makeup.,sexism,1.0,@MrCocoyam,,
5627-8587-8649-8720-00,5627-8587-8649-8720-00,RT :  Why do we stand aside when a vocal minority screams we have more rights than women?,sexism,1.0,@MenOnStrike,#QuestionsForMen,http://t.co/Ea6VlrR9aa
5695-6769-3625-4049-92,5695-6769-3625-4049-92,"No, I don't think she's a bigot per se but blind to whatever she chooses not to believe...",sexism,1.0,@BristolBen,,
4336-5523-1809-7409-92,4336-5523-1809-7409-92,Women and their big handbags *is* the problem of limited space in the.overcrowded train.,sexism,1.0,@ofahmio,#NOTSexist,http://t.co/Vsgq8816oH
3840-4281-2473-2330-24,3840-4281-2473-2330-24,RT : This bitch.  is walking around with a stroller and a dog in it. You're dog 1. Has legs 2. Doesn't need to be in Star…,sexism,1.0,@MilesMTV,#NoSexist,
5160-4356-1264-2510-08,5160-4356-1264-2510-08,"RT : And, it is comical for Emma to mention ""male gaze"" re: Bey, when her speech CENTERED men and was not intersectional.",sexism,1.0,@thetrudz,,https://…
5671-7259-7474-1440-00,5671-7259-7474-1440-00,RT :,sexism,1.0,@Bastardo_Verde,#WhatFeminismGaveMe,http://t.co/n0D9JCdUqx
4006-5688-7915-3600-00,4006-5688-7915-3600-00,RT : I m not sexist but y do female managers think they r the god greatest creation.. Way too power hungry .. U lot need to chiiil…,sexism,1.0,@DJ_KAYE_,,
3859-5111-8313-7829-76,3859-5111-8313-7829-76,"For real?  I'm not sexist, but men are superior.",sexism,1.0,@BrownNicholas11,,
5755-9691-0506-9829-76,5755-9691-0506-9829-76,"The other teams KNEW kat would vote strategically, why wouldn't they score higher to get rid of kandre",sexism,1.0,,#mkr #cunce #katisadog #katisdirt,
5003-4726-6017-0140-16,5003-4726-6017-0140-16,"RT  I'm not sexist, but female comedians just aren't funny",sexism,1.0,@johnsarkiss,,
4504-2659-7955-2280-32,4504-2659-7955-2280-32,What an odd place for an asterisk.  I'm not sexist but *most girls are fucking stupid.,sexism,1.0,@JoeyTDB,,
5688-1411-2462-8929-92,5688-1411-2462-8929-92,"RT : No SJW feminist will EVER disavow Valerie Solanas in fear of being ousted from their own little cult. Try it, works every…",sexism,1.0,@ShamisOMally,,
5659-0715-6810-3550-08,5659-0715-6810-3550-08,Hmm.  Cathy Young and who are other two?,sexism,1.0,@Suppose_Not @DoeringNorman @JustLaurenB,,
5756-1673-9360-2599-68,5756-1673-9360-2599-68,RT : Annie looks like a mouse,sexism,1.0,@Itsjust55496420,#mkr,
5667-8932-8601-2350-08,5667-8932-8601-2350-08,"Man, I thought Chevaldayoff was a human paper weight...what a trade for the Jets. As good a deal as I've seen in years (decades?)...",sexism,1.0,@CappyD,,
5706-1061-7725-2519-68,5706-1061-7725-2519-68,Not aimed at you.,sexism,1.0,@BristolBen,,
5435-1752-2189-0910-08,5435-1752-2189-0910-08,"Nah, dude, we're going to continue to be awesome, thx.  I'm not sexist but women shouldn't commentate sports",sexism,1.0,@NevanFuqua,,
4126-4682-5275-8430-08,4126-4682-5275-8430-08,"RT :  but is Erin Andrews the most average looking ""super talked about as a hottie"" ever?  Totally fine sports re…",sexism,1.0,@Peyton_Drinking,#NotSexist,
4464-6716-0429-1710-08,4464-6716-0429-1710-08,RT : I can't stand working in an office with women who gossip the entire time,sexism,1.0,@classiccody,#notsexist #notlearningmuch,
5017-8535-8884-1680-00,5017-8535-8884-1680-00,"What's going on is you're sexist  This is not sexist, but I know about 1 funny girl, what's going on",sexism,1.0,@OliverHunter2,,
5722-0423-8639-6369-92,5722-0423-8639-6369-92,Liberals suddenly consider ISIS a threat.,sexism,1.0,@moderncomments,,
5345-0776-7584-0140-16,5345-0776-7584-0140-16,Turn up your hearing aid? A thought  I'm not sexist but it's nearly impossible to listen to a girl talking about football on ESPN,sexism,1.0,@C_tWINO,,
4010-7786-2016-3809-92,4010-7786-2016-3809-92,"I've never seen ""a women"" do anything. But I've seen Sam Gordon own a field full of boys.",sexism,1.0,@OfficialBeech,,
5110-2168-7551-5580-16,5110-2168-7551-5580-16,"RT : Idc who you are, hitting a child is worse than hitting a woman...sorry not sexist but this is sick",sexism,1.0,@kburgess33,,
5713-6630-2205-5180-16,5713-6630-2205-5180-16,RT : Nimoy was also the original OG that killed Star Scream.,sexism,1.0,@BlaqAngus,#Galvatron #RIP,http://t.co/0UyQUzhqjL
4763-9422-4892-3870-08,4763-9422-4892-3870-08,RT  Not sexist but women's tennis is a joke compared to men's hahaha more breaks of serve than holds,sexism,1.0,@jayirvine_,,
5755-9883-7819-0480-00,5755-9883-7819-0480-00,"RT : If  make it through, I'll... I don't know what I will do.",sexism,1.0,@DustyPee,#cuntandandre #mkr,
5723-4084-5652-8080-00,5723-4084-5652-8080-00,"RT : Just me, or hot blondes on  not at all hot?? Just average!",sexism,1.0,@Dazzling19,#mkr,
3862-9790-0524-7820-16,3862-9790-0524-7820-16,RT  Call me sexist but female sports anchors r the worst. Makes me uncomfortable when women know more about sports than I do,sexism,1.0,@PhilBrindAmour,,
4169-7435-1028-6049-92,4169-7435-1028-6049-92,"In 's version of Legend of Korra, the main character is Mako and it's a story about hair gel and filing routine paperwork",sexism,1.0,@AbeAmas,,
5640-5068-5764-0549-76,5640-5068-5764-0549-76,Not me. Either guns blazing or waiting quietly in my Trojan Horse...,sexism,1.0,@BristolBen,,
4195-8643-9471-3210-24,4195-8643-9471-3210-24,"You know we're 50% of the population, right?  I'm not sexist but I do feel there are too many women on ESPN",sexism,1.0,@ChristianCraw4,#notthesame,
5723-3166-7806-8179-84,5723-3166-7806-8179-84,Just want to slap the stupid out of these bimbos!!!,sexism,1.0,,#mkr,
4905-5132-4300-5619-84,4905-5132-4300-5619-84,"Original, breathtaking, inspiring   course I do now get back to the kitchen",sexism,1.0,@ipwnedyurmom @leeluuhbabyy_,#notsexist,
3836-2762-9766-5080-32,3836-2762-9766-5080-32,RT : I would rather have a blind dog as a ref than freakin Liz. I am sorry I am not sexist but that is why girls should not re…,sexism,1.0,@JaydenKramer,,
3826-0622-5520-6149-76,3826-0622-5520-6149-76,RT : if you look at  you see tweets of pure hatred. If you look at  you see a few light stupidity a…,sexism,1.0,@TwoThug4U @YesYoureRacist @YesYoureSexist,,
5279-3455-1637-5040-00,5279-3455-1637-5040-00,RT :  we are in America. It's american women that complain of such.,sexism,1.0,@DaveGreene11 @YesYoureSexist,,
4269-6651-4353-1809-92,4269-6651-4353-1809-92,RT : Grow myself some tits or put on a slightly foreign accent then I might get a foooking job   …,sexism,1.0,@Addiecfc,#notsexist #notracist #maybejustali,
5496-7391-4100-5070-08,5496-7391-4100-5070-08,RT  I have difficulty relating to protagonists that are tiny Japanese girls. Sorry. Call me sexist if that makes you feel better,sexism,1.0,@ReidlosToof,,
5642-1847-6882-3089-92,5642-1847-6882-3089-92,No.,sexism,1.0,@ILivUndrUrBed @CarolynnEva,,
5717-2808-5176-8529-92,5717-2808-5176-8529-92,You were right...just about the wrong person...Valenti's a feminist.,sexism,1.0,@PMForeheadSp,,
5698-9353-3387-2350-08,5698-9353-3387-2350-08,"Is the fact that women are asked that question ""sexist""?",sexism,1.0,@NotChrisSmith,,
5630-3442-7044-1349-76,5630-3442-7044-1349-76,...or the fugly.,sexism,1.0,@RealTrumpsFeels,,
5720-5982-9726-0069-76,5720-5982-9726-0069-76,"No problem, she deflected anyway...",sexism,1.0,@MSharkess @CriticalKelly @MensHumanRights @robinashe @RampaigerA79 @Mislu_Kravin,,
5688-0579-4432-6229-76,5688-0579-4432-6229-76,RT : They claim to be for equality...and then cont. to focus only on women's issues.   htt…,sexism,1.0,@asredasmyhair,#WomenAgainstFeminism #FemFreeFriday,
5723-3064-1238-3109-76,5723-3064-1238-3109-76,RT : Sassy.. More like trashy,sexism,1.0,@missgypsyck,#MKR2015 #MKR,
5759-6038-1853-5690-24,5759-6038-1853-5690-24,RT :  Kat better hope everyone eats quickly because she's due back at Delusional Town in 2 hours.,sexism,1.0,@GidgitVonLaRue,#MKR,
4489-5727-4073-9969-92,4489-5727-4073-9969-92,LOL  im not sexist but I cant be with a bossy bitch lol,sexism,1.0,@Blktone,,
5723-4620-1258-9139-84,5723-4620-1258-9139-84,"oops. I cannot think of anything nice to say about these girls, so I will say nothing. That silence will tell it all.",sexism,1.0,,#MKR,
5666-3813-9083-4769-92,5666-3813-9083-4769-92,"Valentine's Day is great and all, but I'm holding out my real enthusiasm for Love Day:",sexism,1.0,,,https://t.co/YlK19wSlk4
5755-9653-8862-2929-92,5755-9653-8862-2929-92,"Ah feminism is still going strong, ""At least we're still two young,hot, blondes.""",sexism,1.0,,#MKR,
5759-6302-8014-7680-00,5759-6302-8014-7680-00,"If I got a dollar for everytime Nikki did her pouty face, I still wouldn't wanna look at it.",sexism,1.0,,#annoying #MKR,
4845-3827-5785-2320-00,4845-3827-5785-2320-00,"RT :  like I'm not sexist, but feminists sometimes are stupid. women make mistakes too. You are not perfect. Nobody is …",sexism,1.0,@Dumpweed_ @Dumpweed_,,
4054-6439-6932-9969-92,4054-6439-6932-9969-92,"RT  I'm not sexist, but I must say women are the worst drivers...",sexism,1.0,@In_The_AYERR,,
5723-4022-5017-4300-16,5723-4022-5017-4300-16,I can barely watch the  episode of Katie and Nikki or whatever. Like my skin is crawling. They have thattt many tickets on themselves 😷,sexism,1.0,,#MKR,
5703-3045-9281-8259-84,5703-3045-9281-8259-84,The girl who played Palin in porn only got $3000 for SAME job as Patty...,sexism,1.0,@Audmum1,,
5674-3892-5556-2320-00,5674-3892-5556-2320-00,What's her major?  Welding for Kindergartners?,sexism,1.0,@ArdentAdvocate,,
5637-2672-8674-4389-76,5637-2672-8674-4389-76,Not when it just ends in rape charges...,sexism,1.0,@SweetWalkTalk,,
5723-3604-0091-9059-84,5723-3604-0091-9059-84,Gosh I dislike those two girls. They just aren't hot either.,sexism,1.0,@Weeezza,#MKR,
5640-5292-9297-2519-68,5640-5292-9297-2519-68,"Define ""forcing"".",sexism,1.0,@bmackillopthio @DWidgy,,
5660-3606-8961-4890-24,5660-3606-8961-4890-24,"Men who use the word ""ladies,"" omfg  This is not sexist, but ladies are pretty bad at driving.",sexism,1.0,@THEBOSSJIMMBO,,
5755-9881-7183-0759-68,5755-9881-7183-0759-68,RT : The truth behind another elimination round...to get rid of,sexism,1.0,@syazlicious,#cuntandandre #mkr,
5609-5199-3947-3939-84,5609-5199-3947-3939-84,Works for Huff Post...that's how they get jobs.  They hire the Whitest Knight.,sexism,1.0,@p4ndiamond,,
5684-9730-5558-6300-16,5684-9730-5558-6300-16,RT : Feminists logic,sexism,1.0,@TooSexist,,http://t.co/ZgvJRA73fb
4144-6998-4480-2680-32,4144-6998-4480-2680-32,You're a horrible parent.  Call me sexist but my son can do whatever he wants lol my daughter not so much,sexism,1.0,@jrdrury13,,
5624-4505-9753-5249-92,5624-4505-9753-5249-92,Men are.  Women cannot be.  Feminism says that's equal enough.,sexism,1.0,@She_TheWolf @brotheryellow,,
4895-1498-3198-1669-76,4895-1498-3198-1669-76,RT :  but he's a dude though. I'm not sexist but I tend to affiliate with the male characters. Majority of com…,sexism,1.0,@LordMafffsss @NigerianNytmare,,
4293-9196-7022-0880-00,4293-9196-7022-0880-00,"""Never knew rape was a culture"" well COLOR ME SHOCKED to find you to be as ignorant as your 1st impression implies",sexism,1.0,@jimboslice_13,,
5652-7693-8823-2750-08,5652-7693-8823-2750-08,"I'm saying you can never ""control"" two different individuals to be the same.",sexism,1.0,@BristolBen,,
5723-3136-1589-0430-08,5723-3136-1589-0430-08,"When I think lemon tart, I think tart lemon. Yes Colin, I see what you did there.",sexism,1.0,,#MKR,
4684-7672-5777-5550-08,4684-7672-5777-5550-08,"RT  I'm not sexist, but this is why women should not be allowed to have an opinion on football...",sexism,1.0,@adam_jibali,,http://t.co/jR33ScWtcR
5759-5481-3780-7630-08,5759-5481-3780-7630-08,"I vote for  &amp; Annie/Lloyd cook off
Shit vs shit",sexism,1.0,,#cuntandandre #mkr,
4811-5453-3477-7370-24,4811-5453-3477-7370-24,RT  i swear im not sexist but female tattoo artists bug me,sexism,1.0,@jessxlove,,
5723-2912-3604-8979-84,5723-2912-3604-8979-84,Its not the only thing she's done a lot of I'm guessing,sexism,1.0,,#mkr,
4985-6143-6541-8090-24,4985-6143-6541-8090-24,RT  I'm not sexist but I can't help cringe when women talk about football,sexism,1.0,@gilly723,#notsexist #wheresmytea,
4470-0066-6842-4890-24,4470-0066-6842-4890-24,"Men ""have a discussion."" Women ""argue.""",sexism,1.0,,,
5749-8634-0011-3889-92,5749-8634-0011-3889-92,And 4:34 tells women that men are superior and that husbands can beat wives,sexism,1.0,@halalflaws @haroonstyles @AMohedin @islamdefense @greenlinerzjm,,
5610-0524-8907-8659-84,5610-0524-8907-8659-84,". It's fine, had the same argument 100s of times...you will eventually argue abortion has zero to do w/ having a kid or not",sexism,1.0,@Mich_McConnell,,
5645-7341-5231-9920-00,5645-7341-5231-9920-00,It's close.  Need one of those Conan O'Brien morphs of Tony and the Big Hurt.,sexism,1.0,@GreenWeiner,,
4322-8952-5251-8460-16,4322-8952-5251-8460-16,"RT  Call me sexist if you'd like, but I just cannot watch women's hockey. So boring.",sexism,1.0,@David_Franzen13,,
4834-0091-5622-1870-08,4834-0091-5622-1870-08,RT : The amount of times I wonder where people got their licenses is directly proportional to the number of female drivers o…,sexism,1.0,@chyaboi_zellms,,
5759-5860-0310-3379-84,5759-5860-0310-3379-84,RT : Sucks to have the smile wiped off your own face huh Kat? She in a glass house should not throw stones.,sexism,1.0,@hsaymssik,#mkr #mkr2015,
5304-3548-6779-9980-16,5304-3548-6779-9980-16,RT  I'm not sexist but I can't stand female commentators on sports,sexism,1.0,@Big_PoppaGaines,,
5755-9554-7072-9749-76,5755-9554-7072-9749-76,Really you acted surprise? Wow thats low Kat,sexism,1.0,,#mkr,
4152-4503-1708-9630-08,4152-4503-1708-9630-08,"RT  I'm not sexist, but I really cannot stand women sportscasters.",sexism,1.0,@kellixbrown,#sorry,
5755-9607-8143-1640-32,5755-9607-8143-1640-32,I honestly think Kat has mental health issues.,sexism,1.0,,#mkr,
5635-6995-2599-5930-24,5635-6995-2599-5930-24,You sure?,sexism,1.0,@vivant @tomsaw200,,http://t.co/THwiZ2qDBR
5702-7920-9408-6019-84,5702-7920-9408-6019-84,Should women be united or honest?,sexism,1.0,@leyna76,,
4022-7617-9735-8800-00,4022-7617-9735-8800-00,"RT  Call me sexist if you want, but girls should never do the commentating for football, or any men's sport for that matter",sexism,1.0,@Durazzo_Cover32,,
